,resultId,value,time,limb,repeat,definition_id,result_key,description,name,unit,repeatable,asymmetry,metric_id
35,6553622,50.97938350332868,34.044,Right,0,6553622,MEAN_ECC_CON_RATIO,Ratio of mean forces in the eccentric and concentric phases,Eccentric:Concentric Mean Force Ratio,%,False,True,MEAN_ECC_CON_RATIO_Right_%
36,6553622,6.3377648723439695,34.044,Asym,0,6553622,MEAN_ECC_CON_RATIO,Ratio of mean forces in the eccentric and concentric phases,Eccentric:Concentric Mean Force Ratio,%,False,True,MEAN_ECC_CON_RATIO_Asym_%
37,6553623,2817.987,34.318,Trial,0,6553623,MEAN_CONCENTRIC_POWER,The average power (force x velocity) in the concentric phase,Concentric Mean Power,W,False,False,MEAN_CONCENTRIC_POWER_Trial_W
38,6553624,30.977,34.318,Trial,0,6553624,BODYMASS_RELATIVE_MEAN_CONCENTRIC_POWER,The average power (force x velocity) in the concentric phase divided by body mass,Concentric Mean Power / BM,W/kg,False,False,BODYMASS_RELATIVE_MEAN_CONCENTRIC_POWER_Trial_W/kg
39,6553625,6.219894977710178,34.044,Trial,0,6553625,BODYMASS_RELATIVE_MEAN_ECCENTRIC_POWER,The average power (force x velocity) in the eccentric phase divided by body mass,Eccentric Mean Power / BM,W/kg,False,False,BODYMASS_RELATIVE_MEAN_ECCENTRIC_POWER_Trial_W/kg
40,6553626,1.729,34.318,Trial,0,6553626,MEAN_TAKEOFF_VELOCITY,The average velocity during the concentric phase,Concentric Mean Velocity,m/s,False,False,MEAN_TAKEOFF_VELOCITY_Trial_m/s
41,6553627,32.167,34.956,Trial,0,6553627,PEAK_LANDING_ACCELERATION,Peak acceleration during landing,Peak Landing Acceleration,m/s²,False,False,PEAK_LANDING_ACCELERATION_Trial_m/s²
42,6553628,3818.351167315175,34.956,Trial,0,6553628,PEAK_LANDING_FORCE,Peak force during landing,Peak Landing Force,N,False,True,PEAK_LANDING_FORCE_Trial_N
43,6553628,2322.513,34.952,Left,0,6553628,PEAK_LANDING_FORCE,Peak force during landing,Peak Landing Force,N,False,True,PEAK_LANDING_FORCE_Left_N
44,6553628,1858.839,34.914,Right,0,6553628,PEAK_LANDING_FORCE,Peak force during landing,Peak Landing Force,N,False,True,PEAK_LANDING_FORCE_Right_N
45,6553628,-20.0,34.956,Asym,0,6553628,PEAK_LANDING_FORCE,Peak force during landing,Peak Landing Force,N,False,True,PEAK_LANDING_FORCE_Asym_N
46,6553629,9117.555,34.952,Trial,0,6553629,PEAK_LANDING_POWER,Peak power (force x velocity) during landing,Peak Landing Power,W,False,False,PEAK_LANDING_POWER_Trial_W
47,6553630,0.891,35.468,Trial,0,6553630,PEAK_LANDING_VELOCITY,Peak velocity during landing,Peak Landing Velocity,m/s,False,False,PEAK_LANDING_VELOCITY_Trial_m/s
48,6553631,15.623,34.044,Trial,0,6553631,PEAK_TAKEOFF_ACCELERATION,Peak acceleration during takeoff,Peak Takeoff Acceleration,m/s²,False,False,PEAK_TAKEOFF_ACCELERATION_Trial_m/s²
49,6553632,2367.351167315175,34.022,Trial,0,6553632,PEAK_TAKEOFF_FORCE,Peak force over the entire takeoff phase,Takeoff Peak Force,N,False,True,PEAK_TAKEOFF_FORCE_Trial_N
50,6553632,1208.513,34.026,Left,0,6553632,PEAK_TAKEOFF_FORCE,Peak force over the entire takeoff phase,Takeoff Peak Force,N,False,True,PEAK_TAKEOFF_FORCE_Left_N
51,6553632,1164.839,34.02,Right,0,6553632,PEAK_TAKEOFF_FORCE,Peak force over the entire takeoff phase,Takeoff Peak Force,N,False,True,PEAK_TAKEOFF_FORCE_Right_N
52,6553632,-3.6,34.022,Asym,0,6553632,PEAK_TAKEOFF_FORCE,Peak force over the entire takeoff phase,Takeoff Peak Force,N,False,True,PEAK_TAKEOFF_FORCE_Asym_N
53,6553633,5129.503,34.252,Trial,0,6553633,PEAK_TAKEOFF_POWER,The maximum power (force x velocity) value in the concentric phase or from start of movement if there is no concentric phase,Peak Power,W,False,False,PEAK_TAKEOFF_POWER_Trial_W
54,6553634,2.942,34.292,Trial,0,6553634,PEAK_TAKEOFF_VELOCITY,The highest vertical velocity value just prior to take-off,Concentric Peak Velocity,m/s,False,False,PEAK_TAKEOFF_VELOCITY_Trial_m/s
55,6553637,0.0,34.044,Trial,0,6553637,CONCENTRIC_RFD,Rate of force development over the concentric phase,Concentric RFD,N/s,False,True,CONCENTRIC_RFD_Trial_N/s
56,6553637,0.0,34.044,Left,0,6553637,CONCENTRIC_RFD,Rate of force development over the concentric phase,Concentric RFD,N/s,False,True,CONCENTRIC_RFD_Left_N/s
57,6553637,0.0,34.044,Right,0,6553637,CONCENTRIC_RFD,Rate of force development over the concentric phase,Concentric RFD,N/s,False,True,CONCENTRIC_RFD_Right_N/s
58,6553637,0.0,34.044,Asym,0,6553637,CONCENTRIC_RFD,Rate of force development over the concentric phase,Concentric RFD,N/s,False,True,CONCENTRIC_RFD_Asym_N/s
59,6553638,-3059.99999999626,34.144,Trial,0,6553638,CONCENTRIC_RFD_100,Rate of force development during the first 100ms of the concentric phase,Concentric RFD - 100ms,N/s,False,True,CONCENTRIC_RFD_100_Trial_N/s
60,6553638,-1669.999999997959,34.144,Left,0,6553638,CONCENTRIC_RFD_100,Rate of force development during the first 100ms of the concentric phase,Concentric RFD - 100ms,N/s,False,True,CONCENTRIC_RFD_100_Left_N/s
61,6553638,-1389.9999999983024,34.144,Right,0,6553638,CONCENTRIC_RFD_100,Rate of force development during the first 100ms of the concentric phase,Concentric RFD - 100ms,N/s,False,True,CONCENTRIC_RFD_100_Right_N/s
62,6553638,-20.14388489208623,34.144,Asym,0,6553638,CONCENTRIC_RFD_100,Rate of force development during the first 100ms of the concentric phase,Concentric RFD - 100ms,N/s,False,True,CONCENTRIC_RFD_100_Asym_N/s
63,6553639,-1669.999999997959,34.244,Trial,0,6553639,CONCENTRIC_RFD_200,Rate of force development during the first 200ms of the concentric phase,Concentric RFD - 200ms,N/s,False,True,CONCENTRIC_RFD_200_Trial_N/s
64,6553639,-819.9999999989979,34.244,Left,0,6553639,CONCENTRIC_RFD_200,Rate of force development during the first 200ms of the concentric phase,Concentric RFD - 200ms,N/s,False,True,CONCENTRIC_RFD_200_Left_N/s
65,6553639,-849.9999999989618,34.244,Right,0,6553639,CONCENTRIC_RFD_200,Rate of force development during the first 200ms of the concentric phase,Concentric RFD - 200ms,N/s,False,True,CONCENTRIC_RFD_200_Right_N/s
66,6553639,3.6585365853659297,34.244,Asym,0,6553639,CONCENTRIC_RFD_200,Rate of force development during the first 200ms of the concentric phase,Concentric RFD - 200ms,N/s,False,True,CONCENTRIC_RFD_200_Asym_N/s
67,6553640,-4679.99999999428,34.094,Trial,0,6553640,CONCENTRIC_RFD_50,Rate of force development during the first 50ms of the concentric phase,Concentric RFD - 50ms,N/s,False,True,CONCENTRIC_RFD_50_Trial_N/s
68,6553640,-2619.999999996798,34.094,Left,0,6553640,CONCENTRIC_RFD_50,Rate of force development during the first 50ms of the concentric phase,Concentric RFD - 50ms,N/s,False,True,CONCENTRIC_RFD_50_Left_N/s
69,6553640,-2059.999999997485,34.094,Right,0,6553640,CONCENTRIC_RFD_50,Rate of force development during the first 50ms of the concentric phase,Concentric RFD - 50ms,N/s,False,True,CONCENTRIC_RFD_50_Right_N/s
70,6553640,-27.184466019417336,34.094,Asym,0,6553640,CONCENTRIC_RFD_50,Rate of force development during the first 50ms of the concentric phase,Concentric RFD - 50ms,N/s,False,True,CONCENTRIC_RFD_50_Asym_N/s
71,6553642,0.0,34.044,Trial,0,6553642,TIME_TO_PEAK_FORCE,Time between start of the concentric phase to peak force,Concentric Time to Peak Force,ms,False,True,TIME_TO_PEAK_FORCE_Trial_ms
72,6553642,0.0,34.044,Left,0,6553642,TIME_TO_PEAK_FORCE,Time between start of the concentric phase to peak force,Concentric Time to Peak Force,ms,False,True,TIME_TO_PEAK_FORCE_Left_ms
73,6553642,0.0,34.044,Right,0,6553642,TIME_TO_PEAK_FORCE,Time between start of the concentric phase to peak force,Concentric Time to Peak Force,ms,False,True,TIME_TO_PEAK_FORCE_Right_ms
74,6553642,0.0,34.044,Asym,0,6553642,TIME_TO_PEAK_FORCE,Time between start of the concentric phase to peak force,Concentric Time to Peak Force,ms,False,True,TIME_TO_PEAK_FORCE_Asym_ms
75,6553643,0.8340000000010193,34.318,Trial,0,6553643,CONTRACTION_TIME,Time on the ground between start of movement and takeoff,Contraction Time,ms,False,False,CONTRACTION_TIME_Trial_ms
76,6553644,0.5600000000006844,34.044,Trial,0,6553644,ECCENTRIC_TIME,Duration of the eccentric phase,Eccentric Duration,ms,False,False,ECCENTRIC_TIME_Trial_ms
77,6553645,0.5380000000006575,34.022,Trial,0,6553645,START_TO_PEAK_FORCE_TIME,Time between start of movement and peak force,Movement Start to Peak Force,s,False,False,START_TO_PEAK_FORCE_TIME_Trial_s
78,6553646,0.768,34.252,Trial,0,6553646,START_TO_PEAK_POWER_TIME,Time between start of movement and peak power,Movement Start to Peak Power,s,False,False,START_TO_PEAK_POWER_TIME_Trial_s
79,6553647,32.167,34.956,Trial,0,6553647,WEIGHT_RELATIVE_PEAK_LANDING_FORCE,Landing net (above body-weight) peak force relative to body mass,Landing Net Peak Force / BM,N/kg,False,False,WEIGHT_RELATIVE_PEAK_LANDING_FORCE_Trial_N/kg
80,6553648,16.217,34.022,Trial,0,6553648,WEIGHT_RELATIVE_PEAK_TAKEOFF_FORCE,Peak net (above body-weight) takeoff force relative to body mass,Peak Net Takeoff Force / BM,N/kg,False,False,WEIGHT_RELATIVE_PEAK_TAKEOFF_FORCE_Trial_N/kg
81,6553649,0.0,34.044,Trial,0,6553649,RELATIVE_CONCENTRIC_RFD,Rate of force development over the concentric phase to peak force relative to body mass,Concentric RFD / BM,N/s/kg,False,False,RELATIVE_CONCENTRIC_RFD_Trial_N/s/kg
82,6553655,2.7913965134018497,34.318,Trial,0,6553655,TAKEOFF_VELOCITY,The vertical velocity at the instant of take-off,Vertical Velocity at Takeoff,m/s,False,False,TAKEOFF_VELOCITY_Trial_m/s
83,6553657,0.27400000000033486,34.318,Trial,0,6553657,CONCENTRIC_DURATION,Length of the concentric phase,Concentric Duration,ms,False,False,CONCENTRIC_DURATION_Trial_ms
84,6553658,148.92857142857142,34.318,Trial,0,6553658,CONCENTRIC_ECCENTRIC_DURATION_RATIO,Ratio of total contraction time to eccentric duration as %,Contraction Time:Eccentric Duration,%,False,False,CONCENTRIC_ECCENTRIC_DURATION_RATIO_Trial_%
85,6553659,204.37956204379563,34.318,Trial,0,6553659,ECCENTRIC_CONCENTRIC_DURATION_RATIO,Ratio of eccentric to concentric duration as %,Eccentric:Concentric Duration,%,False,False,ECCENTRIC_CONCENTRIC_DURATION_RATIO_Trial_%
86,6553660,0.697841726618705,34.318,Trial,0,6553660,FLIGHT_CONTRACTION_TIME_RATIO,Ratio of flight time to contraction time,Flight Time:Contraction Time,,False,False,FLIGHT_CONTRACTION_TIME_RATIO_Trial_
87,6553661,1.0392857142857144,34.318,Trial,0,6553661,FLIGHT_ECCENTRIC_TIME_RATIO,Ratio of flight time to eccentric duration,FlightTime:Eccentric Duration,,False,False,FLIGHT_ECCENTRIC_TIME_RATIO_Trial_
88,6553662,33.70999999999523,33.71,Trial,0,6553662,BEGIN_BRAKING_PHASE,Absolute time from the start of recording to the start of braking phase (minimum force during eccentric phase),Start of Braking Phase,s,False,False,BEGIN_BRAKING_PHASE_Trial_s
89,6553663,377.3511673151751,33.71,Trial,0,6553663,MIN_ECCENTRIC_FORCE,Minimum force during the eccentric phase,Minimum Eccentric Force,N,False,False,MIN_ECCENTRIC_FORCE_Trial_N
90,6553664,0.3340000000004082,34.044,Trial,0,6553664,BRAKING_PHASE_DURATION,The time period from minimum force to the start of the concentric phase,Braking Phase Duration,ms,False,False,BRAKING_PHASE_DURATION_Trial_ms
91,6553665,33.90199999999547,33.902,Trial,0,6553665,BEGIN_ECC_DECEL_PHASE,Absolute time from the start of recording to the start of eccentric deceleration phase (end of eccentric acceleration phase),Start of Eccentric Deceleration Phase,s,False,False,BEGIN_ECC_DECEL_PHASE_Trial_s
92,6553666,0.2260000000002762,33.71,Trial,0,6553666,TIME_TO_BRAKING_PHASE,Time period from the start of the movement to minimum force eccentric (braking) phase,Time to Braking Phase,s,False,False,TIME_TO_BRAKING_PHASE_Trial_s
93,6553667,0.41800000000051085,33.902,Trial,0,6553667,ECCENTRIC_ACCEL_PHASE_DURATION,The time period from start of movement and to maximum negative velocity,Eccentric Acceleration Phase Duration,s,False,False,ECCENTRIC_ACCEL_PHASE_DURATION_Trial_s
94,6553668,0.14200000000017354,34.044,Trial,0,6553668,ECCENTRIC_DECEL_PHASE_DURATION,The time period from maximum negative velocity to zero velocity (start of concentric phase),Eccentric Deceleration Phase Duration,s,False,False,ECCENTRIC_DECEL_PHASE_DURATION_Trial_s
95,6553669,40.04796163069545,34.044,Trial,0,6553669,BEAKING_CONTRACTION_DURATION_RATIO,Braking phase duration to contraction time ratio,Braking Phase Duration:Contraction Time,%,False,False,BEAKING_CONTRACTION_DURATION_RATIO_Trial_%
96,6553670,121.89781021897811,34.044,Trial,0,6553670,BEAKING_CONCENTRIC_DURATION_RATIO,Braking phase duration to concentric phase duration ratio,Braking Phase Duration:Concentric Duration,%,False,False,BEAKING_CONCENTRIC_DURATION_RATIO_Trial_%
97,6553671,1044.9166435056525,34.044,Trial,0,6553671,MEAN_ECCENTRIC_BRAKING_FORCE,Mean force during the eccentric braking phase (from minimum force to the end of the eccentric phase),Eccentric Mean Braking Force,N,False,False,MEAN_ECCENTRIC_BRAKING_FORCE_Trial_N
98,6553672,1744.8095006485098,34.044,Trial,0,6553672,MEAN_ECCENTRIC_DECELERATION_FORCE,Mean force from during the eccentric deceleration phase.,Eccentric Mean Deceleration Force,N,False,False,MEAN_ECCENTRIC_DECELERATION_FORCE_Trial_N
99,6553673,1920.3511673151752,34.252,Trial,0,6553673,FORCE_AT_PEAK_POWER,Force at point of peak power,Force at Peak Power,N,False,True,FORCE_AT_PEAK_POWER_Trial_N
100,6553673,1013.5126459143969,34.252,Left,0,6553673,FORCE_AT_PEAK_POWER,Force at point of peak power,Force at Peak Power,N,False,True,FORCE_AT_PEAK_POWER_Left_N
101,6553673,906.8385214007782,34.252,Right,0,6553673,FORCE_AT_PEAK_POWER,Force at point of peak power,Force at Peak Power,N,False,True,FORCE_AT_PEAK_POWER_Right_N
102,6553673,-10.525189295233382,34.252,Asym,0,6553673,FORCE_AT_PEAK_POWER,Force at point of peak power,Force at Peak Power,N,False,True,FORCE_AT_PEAK_POWER_Asym_N
103,6553674,64.01601084083703,34.044,Trial,0,6553674,CONCENTRIC_IMPULSE_50MS,Total net impulse over first 50ms of the concentric phase,Concentric Impulse-50ms,Ns,False,True,CONCENTRIC_IMPULSE_50MS_Trial_Ns
104,6553674,56.53863229578894,34.044,Left,0,6553674,CONCENTRIC_IMPULSE_50MS,Total net impulse over first 50ms of the concentric phase,Concentric Impulse-50ms,Ns,False,True,CONCENTRIC_IMPULSE_50MS_Left_Ns
105,6553674,52.082926070102566,34.044,Right,0,6553674,CONCENTRIC_IMPULSE_50MS,Total net impulse over first 50ms of the concentric phase,Concentric Impulse-50ms,Ns,False,True,CONCENTRIC_IMPULSE_50MS_Right_Ns
106,6553674,-7.880817141765636,34.044,Asym,0,6553674,CONCENTRIC_IMPULSE_50MS,Total net impulse over first 50ms of the concentric phase,Concentric Impulse-50ms,Ns,False,True,CONCENTRIC_IMPULSE_50MS_Asym_Ns
107,6553675,121.50602168166607,34.044,Trial,0,6553675,CONCENTRIC_IMPULSE_100MS,Total net impulse over first 100ms of the concentric phase,Concentric Impulse-100ms,Ns,False,True,CONCENTRIC_IMPULSE_100MS_Trial_Ns
108,6553675,108.76826459157263,34.044,Left,0,6553675,CONCENTRIC_IMPULSE_100MS,Total net impulse over first 100ms of the concentric phase,Concentric Impulse-100ms,Ns,False,True,CONCENTRIC_IMPULSE_100MS_Left_Ns
109,6553675,101.94885214020243,34.044,Right,0,6553675,CONCENTRIC_IMPULSE_100MS,Total net impulse over first 100ms of the concentric phase,Concentric Impulse-100ms,Ns,False,True,CONCENTRIC_IMPULSE_100MS_Right_Ns
110,6553675,-6.269671100276584,34.044,Asym,0,6553675,CONCENTRIC_IMPULSE_100MS,Total net impulse over first 100ms of the concentric phase,Concentric Impulse-100ms,Ns,False,True,CONCENTRIC_IMPULSE_100MS_Asym_Ns
111,6553676,161.7386694870616,34.044,Trial,0,6553676,CONCENTRIC_IMPULSE_P1,Net impulse during 1st 50% (time-wise) of concentric phase,P1 Concentric Impulse,Ns,False,True,CONCENTRIC_IMPULSE_P1_Trial_Ns
112,6553676,145.7537198445361,34.044,Left,0,6553676,CONCENTRIC_IMPULSE_P1,Net impulse during 1st 50% (time-wise) of concentric phase,P1 Concentric Impulse,Ns,False,True,CONCENTRIC_IMPULSE_P1_Left_Ns
113,6553676,137.3120389106737,34.044,Right,0,6553676,CONCENTRIC_IMPULSE_P1,Net impulse during 1st 50% (time-wise) of concentric phase,P1 Concentric Impulse,Ns,False,True,CONCENTRIC_IMPULSE_P1_Right_Ns
114,6553676,-5.791743046329441,34.044,Asym,0,6553676,CONCENTRIC_IMPULSE_P1,Net impulse during 1st 50% (time-wise) of concentric phase,P1 Concentric Impulse,Ns,False,True,CONCENTRIC_IMPULSE_P1_Asym_Ns
115,6553677,92.29914992060709,34.18,Trial,0,6553677,CONCENTRIC_IMPULSE_P2,Net impulse during 2nd 50% (time-wise) of concentric phase,P2 Concentric Impulse,Ns,False,True,CONCENTRIC_IMPULSE_P2_Trial_Ns
116,6553677,114.30874513632644,34.18,Left,0,6553677,CONCENTRIC_IMPULSE_P2,Net impulse during 2nd 50% (time-wise) of concentric phase,P2 Concentric Impulse,Ns,False,True,CONCENTRIC_IMPULSE_P2_Left_Ns
117,6553677,101.10171595343097,34.18,Right,0,6553677,CONCENTRIC_IMPULSE_P2,Net impulse during 2nd 50% (time-wise) of concentric phase,P2 Concentric Impulse,Ns,False,True,CONCENTRIC_IMPULSE_P2_Right_Ns
118,6553677,-11.553822209442115,34.18,Asym,0,6553677,CONCENTRIC_IMPULSE_P2,Net impulse during 2nd 50% (time-wise) of concentric phase,P2 Concentric Impulse,Ns,False,True,CONCENTRIC_IMPULSE_P2_Asym_Ns
119,6553678,5796.407185621659,34.044,Trial,0,6553678,ECCENTRIC_BRAKING_RFD,Eccentric RFD calculated from the initiation of the active (braking) phase to the end of the eccentric phase,Eccentric Braking RFD,N/s,False,True,ECCENTRIC_BRAKING_RFD_Trial_N/s
120,6553678,3068.452380948631,34.044,Left,0,6553678,ECCENTRIC_BRAKING_RFD,Eccentric RFD calculated from the initiation of the active (braking) phase to the end of the eccentric phase,Eccentric Braking RFD,N/s,False,True,ECCENTRIC_BRAKING_RFD_Left_N/s
121,6553678,3216.216216212286,34.044,Right,0,6553678,ECCENTRIC_BRAKING_RFD,Eccentric RFD calculated from the initiation of the active (braking) phase to the end of the eccentric phase,Eccentric Braking RFD,N/s,False,True,ECCENTRIC_BRAKING_RFD_Right_N/s
122,6553678,4.594337735094046,34.044,Asym,0,6553678,ECCENTRIC_BRAKING_RFD,Eccentric RFD calculated from the initiation of the active (braking) phase to the end of the eccentric phase,Eccentric Braking RFD,N/s,False,True,ECCENTRIC_BRAKING_RFD_Asym_N/s
123,6553679,63.7177881237953,34.044,Trial,0,6553679,RELATIVE_ECCENTRIC_BRAKING_RFD,Eccentric RFD calculated from the initiation of the active (braking) phase to the end of the eccentric phase realtive to body-weight,Eccentric Braking RFD / BM,N/s/kg,False,False,RELATIVE_ECCENTRIC_BRAKING_RFD_Trial_N/s/kg
124,6553680,1409.9999999982767,33.81,Trial,0,6553680,ECCENTRIC_BRAKING_RFD_100MS,Eccentric RFD calculated over first 100ms of the braking phase,Eccentric Braking RFD-100ms,N/s,False,True,ECCENTRIC_BRAKING_RFD_100MS_Trial_N/s
125,6553680,1109.9999999986435,33.808,Left,0,6553680,ECCENTRIC_BRAKING_RFD_100MS,Eccentric RFD calculated over first 100ms of the braking phase,Eccentric Braking RFD-100ms,N/s,False,True,ECCENTRIC_BRAKING_RFD_100MS_Left_N/s
